NOM_ENT,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,P_0A4,P_0A4_F,P_0A4_M,P_5A9,P_5A9_F,P_5A9_M,P_10A14,P_10A14_F,P_10A14_M,P_15A19,P_15A19_F,P_15A19_M,P_20A24,P_20A24_F,P_20A24_M,P_25A29,P_25A29_F,P_25A29_M,P_30A34,P_30A34_F,P_30A34_M,P_35A39,P_35A39_F,P_35A39_M,P_40A44,P_40A44_F,P_40A44_M,P_45A49,P_45A49_F,P_45A49_M,P_50A54,P_50A54_F,P_50A54_M,P_55A59,P_55A59_F,P_55A59_M,P_60A64,P_60A64_F,P_60A64_M,P_65A69,P_65A69_F,P_65A69_M,P_70A74,P_70A74_F,P_70A74_M,P_75A79,P_75A79_F,P_75A79_M,P_80A84,P_80A84_F,P_80A84_M,P_85YMAS,P_85YMAS_F,P_85YMAS_M,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC
Chihuahua,Chihuahua,245,Ciénega de los Padres,"105°44'01.528"" W","28°22'53.551"" N",1301,7,2,5,0,0,0,7,2,5,7,2,5,7,2,5,7,2,5,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,250,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,0,1,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,2.5,7,2,5,0,0,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,1,0,1,2,1,1,0,0,0,6.86,7.5,6.6,6,1,5,1,1,0,6,1,5,0,0,0,1,6,0,0,0,0,6,0,0,0,0,4,3,7,0,0,0,5,0,5,7,0,7,15,5,15,5,5,5,5,5,7,1.4,0.44,5,0,5,0,0,0,5,5,0,5,5,0,2,0,5,0,5,0,5,0,5,0,0,5,4,5,5,0,0,3,5,0,0,4,0,2,0,0,0,1,5,0,1
Chihuahua,Chihuahua,246,La Cieneguita,"106°10'40.945"" W","28°08'36.874"" N",1512,39,20,19,1,0,1,38,20,18,38,20,18,36,19,17,32,16,16,30,15,15,1,0,1,1,1,0,5,4,1,4,3,1,2,1,1,3,2,1,9,12,7,5,95,7,21,11,1,0,1,1,0,1,5,4,1,3,2,1,2,1,1,1,0,1,0,0,0,1,1,0,6,2,4,5,3,2,1,0,1,1,0,1,1,1,0,2,1,1,4,3,1,3,1,2,2,1,1,0,0,0,3.16,34,16,18,2,1,1,37,20,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,1,1,0,0,9,3,8,0,1,0,3,1,20,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,10,5,5,10,3,7,0,0,0,3,2,1,5,4,1,6.59,7.75,5.44,25,10,15,11,9,2,25,10,15,0,0,0,3,36,1,1,0,0,29,0,4,1,12,19,5,34,5,0,0,13,4,9,39,10,29,17,13,17,13,13,13,3,1,39,3,0.83,13,0,0,13,0,1,12,13,0,13,0,0,8,0,13,0,13,0,13,0,13,6,0,13,13,11,7,0,2,5,10,2,2,12,0,10,0,0,2,1,11,0,1
Chihuahua,Chihuahua,247,Ejido Estación Terrazas y Minas del Cobre,"106°15'11.055"" W","28°57'19.710"" N",1583,445,221,224,27,17,10,418,204,214,398,194,204,328,158,170,307,147,160,278,130,148,26,14,12,64,32,32,58,30,28,21,11,10,29,17,12,51,23,28,106,47,20,27,101.36,138,272,35,47,27,20,56,27,29,35,20,15,47,22,25,33,18,15,45,21,24,23,10,13,24,14,10,24,9,15,21,12,9,28,14,14,15,7,8,12,4,8,15,6,9,9,6,3,6,2,4,4,2,2,1,0,1,2.71,427,208,219,17,12,5,397,194,203,0,0,0,2,2,0,0,0,0,2,2,0,2,0,2,4,0,0,0,32,13,17,0,6,7,0,92,24,61,2,17,5,16,0,321,9,3,6,1,1,0,2,1,1,17,12,5,7,2,5,2,1,1,10,3,7,14,7,7,43,13,30,65,28,37,12,6,6,117,65,52,44,20,24,7.72,8.14,7.33,168,43,125,160,115,45,167,43,124,1,0,1,77,368,230,14,1,1,117,0,3,2,81,213,34,397,18,0,30,127,20,107,445,60,385,172,127,167,122,127,127,27,18,445,3.5,0.94,125,2,33,94,8,15,104,126,1,126,122,1,22,1,118,3,119,8,119,1,118,29,0,125,111,81,96,18,8,66,124,20,1,125,11,90,1,0,2,2,101,0,2
Chihuahua,Chihuahua,248,La Concha,"106°13'21.086"" W","28°09'24.466"" N",1477,22,11,11,1,1,0,21,10,11,19,9,10,19,9,10,19,9,10,18,8,10,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,3,8,2,6,100,3,13,6,3,2,1,0,0,0,0,0,0,1,1,0,3,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,3,2,1,2,0,2,2,1,1,2,1,1,2,0,2,0,0,0,0,0,0,2.44,22,11,11,0,0,0,19,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,1,1,0,0,0,0,0,1,0,18,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,6,4,2,0,0,0,3,1,2,1,1,0,5.79,6.56,5.1,8,1,7,10,8,2,8,1,7,0,0,0,1,21,3,0,0,0,17,0,1,0,1,16,2,22,0,0,0,8,1,7,22,7,15,15,8,15,8,8,8,7,0,22,2.75,0.71,8,0,5,3,0,1,7,8,0,8,1,0,4,0,7,1,8,0,8,0,7,4,0,8,7,4,4,0,1,5,7,2,1,7,0,5,0,0,0,1,6,0,1
Chihuahua,Chihuahua,251,Colonia Cuauhtémoc (Punta de Agua),"106°21'10.588"" W","28°54'58.216"" N",1686,38,17,21,1,0,1,37,17,20,37,17,20,33,16,17,31,16,15,28,13,15,0,0,0,4,1,3,5,1,4,2,0,2,3,3,0,5,2,3,11,10,4,6,123.53,7,26,5,1,0,1,2,0,2,4,1,3,6,3,3,2,2,0,1,1,0,0,0,0,0,0,0,6,4,2,3,1,2,0,0,0,3,1,2,5,3,2,2,1,1,2,0,2,0,0,0,0,0,0,1,0,1,2.38,38,17,21,0,0,0,37,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,14,2,13,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,9,4,5,1,1,0,7,4,3,10,5,5,9.1,9.63,8.53,20,7,13,13,9,4,19,7,12,1,0,1,1,37,29,5,0,0,3,0,0,0,12,20,1,37,1,0,0,12,0,12,38,0,38,35,12,35,12,12,12,5,18,38,3.17,0.76,12,0,3,9,0,1,11,12,0,12,0,0,10,1,11,1,12,0,12,0,12,5,0,12,11,9,7,0,0,8,12,2,0,11,2,3,0,0,0,1,10,0,1
Chihuahua,Chihuahua,252,Cumbres de Majalca,"106°29'04.291"" W","28°48'15.035"" N",2123,17,10,7,2,2,0,15,8,7,13,6,7,13,6,7,12,5,7,12,5,7,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,3,1,2,70,5,10,2,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,1,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2.33,16,10,6,0,0,0,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,5,2,5,0,2,0,1,0,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,5,2,3,0,0,0,3,1,2,3,2,1,8.08,9,7.43,9,4,5,4,2,2,9,4,5,0,0,0,8,9,1,2,0,0,4,0,0,2,1,11,1,12,5,0,0,7,0,7,17,0,17,104,7,103,6,7,7,2,95,17,2.43,0.74,7,0,3,4,1,3,3,7,0,7,0,0,7,2,7,0,7,0,7,0,7,0,0,5,3,1,7,5,1,3,7,4,1,7,3,7,1,0,0,0,3,0,1
Chihuahua,Chihuahua,253,El Charco,"106°09'47.235"" W","28°25'00.138"" N",1752,340,168,172,3,0,3,337,168,169,332,166,166,309,151,158,302,147,155,284,136,148,5,2,3,23,15,8,22,14,8,7,4,3,18,11,7,29,16,13,74,105,49,56,102.38,38,225,77,8,2,6,13,8,5,17,11,6,31,20,11,16,7,9,20,9,11,21,10,11,10,4,6,14,10,4,27,14,13,33,14,19,25,10,15,28,16,12,19,8,11,21,9,12,19,8,11,10,5,5,8,3,5,2.22,337,167,170,0,0,0,331,166,165,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,14,8,8,3,3,2,4,53,20,36,0,21,3,5,2,273,2,1,1,4,3,1,0,0,0,12,7,5,9,7,2,0,0,0,4,2,2,4,3,1,45,10,35,55,29,26,21,8,13,82,45,37,78,41,37,8.39,8.84,7.97,209,69,140,100,82,18,209,69,140,0,0,0,30,309,134,5,0,0,162,5,0,13,87,155,67,307,17,0,16,149,35,114,340,55,285,218,149,218,149,149,149,32,37,340,2.28,0.59,148,1,82,67,10,19,120,149,0,149,121,0,89,12,141,7,147,2,147,0,143,43,0,147,134,111,106,14,19,113,143,22,2,138,33,119,5,6,3,11,109,2,2
Chihuahua,Chihuahua,254,Ejido Chuvíscar,"106°12'43.048"" W","28°32'42.667"" N",1579,50,22,28,3,0,3,47,22,25,47,22,25,40,16,24,40,16,24,37,15,22,1,1,0,6,5,1,4,3,1,0,0,0,3,1,2,5,2,3,9,7,3,4,127.27,10,36,4,3,0,3,5,5,0,2,1,1,6,1,5,2,2,0,7,2,5,3,0,3,0,0,0,3,1,2,5,3,2,3,2,1,4,2,2,3,1,2,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,2.81,50,22,28,0,0,0,47,22,25,0,0,0,4,3,1,0,0,0,4,3,1,4,0,4,5,0,0,0,5,3,0,2,0,3,0,11,5,3,0,2,1,2,2,33,0,0,0,0,0,0,0,0,0,3,1,2,3,2,1,0,0,0,0,0,0,0,0,0,7,4,3,8,3,5,2,0,2,11,4,7,10,4,6,8.4,8.06,8.63,27,7,20,13,9,4,27,7,20,0,0,0,3,47,5,2,0,0,27,0,0,13,12,21,7,45,0,0,5,18,3,15,50,6,44,34,18,34,18,18,18,5,11,50,2.78,0.68,18,0,8,10,1,0,17,18,0,18,18,0,1,0,18,0,18,0,18,0,18,2,0,18,16,14,16,2,1,11,17,5,0,17,3,4,1,3,1,1,12,1,1
Chihuahua,Chihuahua,256,Rancho Enmedio (Estación Müller),"105°58'40.661"" W","28°42'21.017"" N",1348,213,114,99,4,2,2,209,112,97,206,111,95,190,98,92,182,93,89,176,92,84,4,1,3,15,13,2,17,14,3,8,5,3,6,1,5,20,10,10,53,52,25,27,86.84,31,145,37,7,3,4,12,9,3,12,9,3,15,5,10,11,6,5,6,3,3,9,5,4,23,13,10,14,8,6,18,13,5,19,9,10,15,6,9,15,9,6,18,5,13,9,6,3,5,2,3,2,1,1,3,2,1,2.33,213,114,99,0,0,0,206,111,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,7,3,7,3,5,29,18,17,4,18,7,7,1,173,2,0,2,0,0,0,0,0,0,4,1,3,5,2,3,0,0,0,7,3,4,12,4,8,23,12,11,70,33,37,5,4,1,37,22,15,30,17,13,7.05,7.39,6.71,126,51,75,62,46,16,126,51,75,0,0,0,9,204,68,5,1,0,98,0,37,1,71,97,22,213,0,0,0,98,50,48,213,124,89,128,98,128,98,98,98,13,17,213,2.17,0.55,96,2,44,54,2,7,89,98,0,98,25,0,61,3,98,0,98,0,98,0,98,22,0,95,89,74,76,7,2,52,97,21,14,93,19,18,1,4,1,4,70,0,1
Chihuahua,Chihuahua,258,La Esperanza,"106°05'24.223"" W","29°40'27.759"" N",1370,260,124,136,17,9,8,243,115,128,229,112,117,195,95,100,182,88,94,166,81,85,18,5,13,30,15,15,38,18,20,13,7,6,16,7,9,34,14,20,66,25,12,13,109.68,78,166,16,31,12,19,21,12,9,26,12,14,22,10,12,28,11,17,21,11,10,16,9,7,13,6,7,12,6,6,21,13,8,10,4,6,14,6,8,9,2,7,9,6,3,2,1,1,0,0,0,2,0,2,3,3,0,2.66,259,124,135,0,0,0,229,112,117,0,0,0,23,9,14,1,0,1,22,9,13,20,1,19,23,0,0,0,11,7,4,3,2,5,1,36,9,31,1,5,0,3,0,213,6,2,4,2,0,2,4,1,3,2,1,1,1,0,1,1,0,1,11,5,6,9,4,5,37,19,18,52,22,30,14,7,7,56,29,27,14,7,7,6.74,6.83,6.66,107,27,80,87,68,19,107,27,80,0,0,0,47,213,80,0,1,0,131,0,1,0,46,139,10,226,11,0,22,75,9,66,260,28,232,109,75,108,74,75,75,19,15,260,3.47,1.02,74,1,20,55,6,12,57,74,1,75,44,0,53,2,71,4,74,1,73,0,73,13,1,71,69,50,62,7,11,37,69,5,13,63,23,61,6,0,5,10,50,2,2
Chihuahua,Chihuahua,259,El Faro,"106°21'20.989"" W","29°22'09.603"" N",1548,42,19,23,2,1,1,40,18,22,40,18,22,39,18,21,39,18,21,37,16,21,0,0,0,1,0,1,1,0,1,0,0,0,2,2,0,1,1,0,7,16,9,7,121.05,3,27,12,2,1,1,1,0,1,0,0,0,2,2,0,1,1,0,0,0,0,3,2,1,3,1,2,2,0,2,4,1,3,7,2,5,1,0,1,4,3,1,4,1,3,4,3,1,2,1,1,2,1,1,0,0,0,3.22,37,16,21,5,3,2,39,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,4,3,0,0,1,0,0,12,6,9,0,4,1,3,6,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,9,3,6,12,7,5,0,0,0,7,2,5,9,4,5,7.38,6.94,7.76,21,4,17,18,14,4,21,4,17,0,0,0,17,25,16,0,0,0,8,0,1,1,7,21,11,34,0,0,8,20,3,17,42,7,35,40,20,40,20,20,20,10,10,42,2.1,0.64,20,0,5,15,0,2,18,20,0,20,1,0,17,0,20,0,20,0,20,0,20,3,0,20,17,17,17,2,2,18,19,2,0,19,3,15,1,0,0,1,16,0,1
Chihuahua,Chihuahua,263,Guadalupe,"106°13'59.837"" W","28°12'02.455"" N",1500,148,67,81,4,2,2,144,65,79,143,65,78,132,60,72,123,57,66,116,53,63,4,1,3,8,4,4,14,6,8,9,3,6,7,4,3,12,7,5,39,29,12,17,120.9,25,103,20,5,2,3,9,4,5,11,4,7,14,7,7,5,4,1,10,4,6,11,4,7,9,7,2,14,8,6,12,5,7,5,1,4,14,5,9,9,7,2,7,0,7,5,2,3,2,1,1,5,2,3,1,0,1,2.07,142,64,78,0,0,0,141,65,76,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,21,9,7,2,6,3,2,22,8,18,3,4,3,3,6,103,1,0,1,1,1,0,1,1,0,6,4,2,1,1,0,0,0,0,1,1,0,0,0,0,34,15,19,32,12,20,1,1,0,37,18,19,15,8,7,7.15,7.4,6.92,64,14,50,68,46,22,61,14,47,3,0,3,19,129,33,0,0,0,47,1,0,48,43,82,7,123,12,0,13,49,3,46,148,10,138,70,49,70,49,49,49,11,10,148,3.02,0.74,48,1,11,38,1,4,44,48,1,49,19,0,5,2,49,0,49,0,48,0,49,8,0,49,38,30,41,6,4,23,46,13,10,44,9,31,3,4,1,2,33,0,1
Chihuahua,Chihuahua,264,Ejido la Haciendita,"106°11'19.962"" W","28°38'05.031"" N",1557,121,57,64,13,7,6,108,50,58,107,50,57,93,42,51,85,40,45,78,37,41,2,0,2,13,8,5,18,9,9,8,2,6,7,3,4,9,4,5,26,20,8,12,112.28,36,70,15,14,7,7,12,6,6,10,4,6,10,5,5,6,2,4,8,4,4,11,8,3,7,4,3,7,2,5,4,1,3,5,2,3,7,4,3,5,1,4,3,1,2,4,2,2,5,3,2,3,1,2,0,0,0,2.74,120,57,63,1,0,1,107,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,4,5,1,0,1,1,16,5,9,1,3,1,5,3,98,1,0,1,0,0,0,1,0,1,5,3,2,2,2,0,1,0,1,2,1,1,2,1,1,16,8,8,27,8,19,2,1,1,26,14,12,10,7,3,7.4,7.8,7.04,60,22,38,32,20,12,60,22,38,0,0,0,28,93,13,0,0,0,74,0,2,4,28,55,10,103,14,0,4,36,8,28,121,31,90,57,36,57,36,36,36,7,14,121,3.36,0.95,35,1,13,23,2,7,27,35,1,36,0,0,19,1,34,1,35,1,34,0,35,2,0,35,30,24,33,9,1,32,35,6,3,35,4,10,2,0,1,0,29,0,1
Chihuahua,Chihuahua,265,Horcasitas,"105°50'31.198"" W","28°21'52.400"" N",1379,21,8,13,1,1,0,20,7,13,20,7,13,20,7,13,20,7,13,20,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,7,2,5,162.5,1,16,4,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,2,0,0,0,0,0,0,2,1,1,2,0,2,4,3,1,1,0,1,3,1,2,0,0,0,2,0,2,2,1,1,0,0,0,0,0,0,2.57,20,7,13,1,1,0,20,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,6,4,2,0,1,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,4,6,1,0,1,2,1,1,5,2,3,8.26,8.71,8,10,1,9,10,6,4,9,1,8,1,0,1,14,7,2,0,0,0,5,0,0,0,3,15,2,20,1,0,0,12,0,12,21,0,21,37,12,37,12,12,12,16,9,21,1.75,0.44,12,0,7,5,0,0,12,12,0,12,0,0,8,0,11,0,11,1,11,0,11,1,0,12,10,7,11,0,7,10,12,0,0,10,1,4,0,0,0,2,11,0,1
Chihuahua,Chihuahua,266,La Jabonera,"106°12'11.491"" W","28°11'00.869"" N",1511,15,9,6,1,1,0,14,8,6,14,8,6,12,7,5,12,7,5,12,7,5,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,3,6,4,2,66.67,3,6,6,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,2,0,1,0,1,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,3,2,1,1,1,0,0,0,0,0,0,0,3.86,15,9,6,0,0,0,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,4,3,1,2,1,1,0,0,0,3,1,2,1,1,0,5.33,5.29,5.4,7,3,4,5,4,1,7,3,4,0,0,0,1,14,8,0,0,0,4,0,2,0,1,7,4,6,7,0,2,9,4,5,15,4,11,18,9,18,9,9,9,5,4,15,1.67,0.54,8,1,7,2,0,4,5,9,0,8,0,1,4,3,8,0,8,1,7,0,8,6,0,9,7,6,3,1,0,5,7,0,0,6,0,5,0,0,2,3,9,2,1
Chihuahua,Chihuahua,267,Ejido el Jardín,"106°18'43.170"" W","28°43'07.042"" N",1709,41,17,24,1,1,0,40,16,24,40,16,24,37,15,22,35,13,22,31,13,18,0,0,0,3,1,2,5,3,2,2,2,0,4,0,4,1,1,0,5,14,4,10,141.18,6,26,9,1,1,0,1,0,1,4,3,1,4,0,4,1,1,0,1,0,1,3,3,0,3,0,3,0,0,0,3,1,2,3,2,1,3,2,1,5,1,4,3,1,2,2,1,1,1,1,0,2,0,2,1,0,1,4.07,40,16,24,0,0,0,40,16,24,0,0,0,9,3,6,0,0,0,9,3,6,9,0,9,8,0,0,0,8,4,4,1,4,1,3,6,2,6,0,2,1,0,1,26,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,7,1,6,9,3,6,10,2,8,9,4,5,0,0,0,5,4,1,1,0,1,4.37,5.31,3.82,19,2,17,18,13,5,19,2,17,0,0,0,20,20,1,2,0,0,14,0,0,3,7,28,2,40,0,0,0,17,0,17,41,0,41,32,17,32,17,17,17,2,13,41,2.41,0.68,17,0,4,13,0,3,14,17,0,16,0,1,13,0,15,1,16,1,15,0,15,8,0,17,12,7,9,1,1,11,14,0,1,12,0,12,0,0,0,4,17,0,1
Chihuahua,Chihuahua,271,Rancho Meza,"106°11'28.065"" W","28°13'19.386"" N",1553,6,4,2,0,0,0,6,4,2,6,4,2,6,4,2,5,3,2,5,3,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,3,2,1,50,1,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,6.67,6,4,2,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,1,1,0,0,0,0,5.2,5.67,4.5,2,0,2,4,4,0,2,0,2,0,0,0,0,6,0,0,0,0,6,0,0,0,1,4,1,5,0,0,0,3,1,2,6,1,5,7,3,7,3,3,3,2,2,6,2,0.46,3,0,2,1,0,0,3,3,0,3,0,0,3,0,3,0,3,0,3,0,3,1,0,3,3,3,2,0,0,1,2,0,1,2,0,2,0,0,1,0,3,0,1
Chihuahua,Chihuahua,272,La Molina,"106°06'15.887"" W","28°09'22.199"" N",1581,19,7,12,0,0,0,19,7,12,19,7,12,18,7,11,18,7,11,18,7,11,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,11,5,6,171.43,1,10,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,1,2,1,1,0,4,1,3,2,1,1,1,1,0,0,0,0,2.57,19,7,12,0,0,0,19,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,8,7,7,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,7,2,5,0,0,0,4,1,3,0,0,0,5.67,4.86,6.18,16,5,11,2,2,0,16,5,11,0,0,0,2,17,5,0,0,0,12,0,0,0,6,6,6,18,0,0,1,11,2,9,19,2,17,13,11,13,11,11,11,1,1,19,1.73,0.45,11,0,4,7,0,1,10,11,0,11,0,0,0,0,11,0,10,1,10,0,10,4,0,11,10,9,7,1,1,5,10,0,2,8,0,8,0,0,1,2,11,0,1
